building_name_en,mean,count,std,ci95_hi,ci95_lo
DAMAC HILLS - GOLF VISTA - TOWER B,11234.81,100,3018.04,11826.34,10643.27
MISKA 3,15410.99,100,4762.44,16344.43,14477.56
EDMONTON ELM,7966.24,100,3147.2,8583.09,7349.38
EDEN APARTMENTS,10486.87,100,630.54,10610.45,10363.28
Madinat Jumeirah Living Rahaal 1,19189.46,100,4631.08,20097.15,18281.77
ARYENE GREENS,4651.21,100,3570.98,5351.12,3951.3
K03,5968.38,100,1699.33,6301.45,5635.31
Gardenia Livings,10797.8,100,1116.23,11016.58,10579.01
Bahar 2,11224.0,100,3096.27,11830.86,10617.13
T06,6002.42,99,1933.44,6383.28,5621.56
COTE D'AZUR - S,37965.99,99,5180.58,38986.5,36945.48
The Wings - A,9799.9,99,1438.09,10083.19,9516.62
L11,5726.23,99,1674.77,6056.14,5396.32
ZANZEBEEL 1,16007.61,99,5303.45,17052.32,14962.9
KOA Canvas,7490.11,99,5161.99,8506.95,6473.26
J02,5471.79,99,1378.94,5743.42,5200.15
Al Majara 5,12101.0,99,5120.75,13109.72,11092.27
Belgravia III A,10478.13,99,1558.41,10785.12,10171.15
Six Senses Residences The Palm,58944.45,99,9776.73,60870.34,57018.56
K05,5922.09,99,1904.22,6297.2,5546.98
LIV LUX,31011.16,98,3283.67,31661.3,30361.03
Z01,5360.56,98,1829.27,5722.74,4998.39
MULBERRY II at PARK HEIGHTS Building A1,12698.86,98,2593.61,13212.37,12185.35
DAMAC HILLS - GOLF PANORAMA - TOWER A,11126.39,98,3100.81,11740.32,10512.46
YANSOON 2,18649.03,98,6074.06,19851.63,17446.43
Q8,6258.2,98,1531.82,6561.49,5954.92
Azizi Riviera 35,15834.52,98,2527.16,16334.87,15334.16
Town Square Zahra 1B,7899.69,98,1869.11,8269.76,7529.63
AXIS SILVER,8744.74,97,2093.02,9161.27,8328.22
Parkside,9860.09,97,1870.35,10232.3,9487.87
MED 66,6668.28,97,828.09,6833.07,6503.48
OASIS STAR,6530.58,97,2799.73,7087.75,5973.41
P14,6450.7,97,2012.98,6851.3,6050.11
REEHAN 6,15889.33,97,5938.21,17071.08,14707.58
S19,5630.19,97,1187.63,5866.53,5393.84
IC1-EMR-25,8980.88,97,1941.54,9367.26,8594.49
JHCED,9922.57,97,2156.35,10351.7,9493.44
AFNAN 3,9739.35,97,2361.13,10209.24,9269.47
Q10,6308.01,97,2379.26,6781.5,5834.52
K1,8124.45,97,1213.46,8365.94,7882.96
BLVD CENTRAL PODIUM,19488.76,96,4743.05,20437.57,18539.95
MOG 190,6625.96,96,1780.2,6982.08,6269.85
Y24,6682.53,96,2065.91,7095.79,6269.26
Uniestate Prime Tower,4764.59,96,1641.45,5092.94,4436.23
Murjan 4,9252.85,96,3305.55,9914.1,8591.6
GR Una,9710.91,96,2795.14,10270.05,9151.77
PARKVIEW EAST ,15865.16,96,584.84,15982.15,15748.17
Azizi Riviera 34,15799.6,95,1292.73,16059.55,15539.64
MAG EYE 890,12057.92,95,1499.55,12359.46,11756.37
Azizi Riviera 9,16870.0,95,2318.33,17336.2,16403.8
Seascape - Building 4,19460.25,95,866.32,19634.46,19286.04
DAMAC HILLS - GOLF TERRACE (A),12976.27,95,3943.31,13769.24,12183.3
Damac Hills - LORETO 2 - B,11369.08,95,3745.26,12122.22,10615.94
FOX HILL 3,6825.52,95,1904.28,7208.45,6442.58
CENTURION RESIDENCE - TOWER 2,7271.87,95,1566.4,7586.86,6956.87
THE ONE TOWER,11410.35,95,3430.36,12100.17,10720.54
RAPUNZEL,9734.13,95,4439.55,10626.89,8841.38
Massakin Block E,8188.1,95,1999.09,8590.1,7786.1
MAG 530,8121.59,95,1664.55,8456.32,7786.86
MAG 540,7815.7,95,1299.47,8077.02,7554.39
S23,5436.19,94,1565.22,5752.61,5119.76
AL THAMAM 61,8672.97,94,2250.0,9127.83,8218.11
OLD-SERENITY LAKES 2,8686.61,94,2127.69,9116.74,8256.48
S.P.OASIS,8503.74,94,1651.63,8837.63,8169.85
S21,6148.53,94,2083.27,6569.68,5727.38
X06,6395.19,94,2153.83,6830.6,5959.77
Azizi Riviera 33,15934.79,94,3090.6,16559.58,15310.0
CATCH RESIDENCES BY IGO,10625.42,94,1076.76,10843.1,10407.74
ICON TOWER,4701.19,94,1877.12,5080.66,4321.71
Z04,5323.49,94,1584.97,5643.91,5003.08
RUFI PARK VIEW,9072.09,94,1911.05,9458.43,8685.76
X01,6536.78,94,1866.08,6914.03,6159.54
Maysan Tower 1,22001.39,94,2042.35,22414.27,21588.51
Y21,6151.81,93,1941.84,6546.47,5757.14
SAMANA GREENS,9678.91,93,1725.89,10029.69,9328.14
A23,8645.16,93,1933.21,9038.07,8252.25
FORTUNE SERENE 1,8290.67,93,1310.14,8556.95,8024.4
CONRAD PALM JUMEIRAH,1495.76,93,2.2,1496.2,1495.31
GLOBAL GREEN VIEW-3,7884.27,93,1776.38,8245.31,7523.24
MAG 980,12750.97,93,2276.52,13213.65,12288.28
FOX HILL 1,7627.33,93,4590.13,8560.24,6694.42
TERRACE APARTMENT 3,6325.38,93,1816.16,6694.5,5956.26
JANAYEN AVENUE,10816.07,93,1557.03,11132.52,10499.61
THE COVE Building 2,16881.71,93,4374.27,17770.74,15992.67
DAMAC HILLS - GOLF VISTA - TOWER A,11258.92,93,3047.61,11878.33,10639.52
SUNRISE LEGEND,11252.42,92,1736.32,11607.22,10897.61
CASSIA PARK,8300.01,92,497.62,8401.7,8198.33
U19,5431.01,92,1152.81,5666.58,5195.44
J ONE - 2,303871.34,92,708029.61,448553.03,159189.64
COTE D'AZUR - M,37180.55,92,18031.71,40865.22,33495.87
AL RAMTH 33,8287.85,91,2391.86,8779.29,7796.41
Damac Hills - LORETO 3 - A,12092.54,91,3695.09,12851.75,11333.33
The Diplomat Residences,11315.78,91,1080.39,11537.76,11093.8
Azizi Riviera 18,14765.25,91,888.32,14947.77,14582.73
IC1-EMR-13,7631.13,91,1467.15,7932.58,7329.69
Mazaya 14,5382.0,91,0.02,5382.0,5382.0
Wilton Park Residences I,15173.96,91,2387.84,15664.57,14683.34
THE POLO RESIDENCE - A4,8811.78,91,2596.8,9345.33,8278.23
CHAMPIONS TOWER2,8378.62,91,1918.67,8772.84,7984.4
TOPAZ RESIDENCES 3 ,9019.26,91,796.63,9182.94,8855.58
U18,5274.48,91,1503.08,5583.31,4965.65
MAZAYA 17,5960.32,91,2159.84,6404.09,5516.55
CENTURION RESIDENCE - TOWER 1,7128.04,91,1623.78,7461.67,6794.41
The Wings - C,8210.85,91,1576.56,8534.77,7886.92
P19,5661.53,91,1586.2,5987.44,5335.62
Bluewaters Residences 5,25312.21,91,7370.48,26826.58,23797.85
P24,6018.3,91,1680.97,6363.68,5672.92
OLIVZ RESIDENCE BLOCK 1,8869.16,90,511.28,8974.79,8763.53
Al Jazi 2,21356.32,90,2237.52,21818.59,20894.04
AL RAMTH 41,8461.57,90,2560.8,8990.64,7932.5
YANSOON 7,16608.44,90,5210.4,17684.92,15531.96
DAMAC HILLS - GOLF HORIZON - TOWER A,11408.66,90,2961.68,12020.55,10796.77
U15,5263.04,90,1448.5,5562.3,4963.77
P27,5706.7,90,1565.61,6030.16,5383.24
SOBHA HARTLAND GREENS- PHASE II (BUILDING 02),14943.67,90,1790.11,15313.51,14573.83
Al Yarmouk,7284.41,90,3212.54,7948.13,6620.69
TERRACED APARTMENTS,8416.08,90,2220.99,8874.94,7957.22
Orchid at Creek Beach Building 1,18740.01,90,1156.47,18978.94,18501.08
JOURI-3 BLOCK A,7793.61,90,3030.2,8419.66,7167.56
Grenland,7295.17,90,1896.32,7686.96,6903.39
REEHAN 8,15477.76,89,4260.24,16362.86,14592.65
S22,5695.85,89,1677.05,6044.27,5347.42
MURANO RESIDENCE 1,10686.8,89,2491.82,11204.5,10169.1
PULSE SMART RESIDENCE ,7637.36,89,2333.9,8122.25,7152.47
Reliance 4,8658.7,89,1641.95,8999.83,8317.57
Massakin Block D,7791.31,89,2027.29,8212.5,7370.13
Diamond Business Center 1 -A,10676.12,89,4268.22,11562.88,9789.35
Farah tower 2,5540.4,89,1989.69,5953.78,5127.02
NORTON COURT 2,7496.58,89,1868.86,7884.86,7108.31
Harrington House,11508.65,89,1206.71,11759.35,11257.94
TWO TOWERS A,12736.27,89,3131.85,13386.94,12085.6
Citywalk Residential Building 16,18356.72,89,3161.21,19013.49,17699.95
O14 Tower,12604.15,89,2991.35,13225.63,11982.67
NAPOLEON,8277.17,89,4256.23,9161.44,7392.89
La Cote ? Building 1,20155.73,89,3919.98,20970.14,19341.32
DAMAC HILLS - GOLF HORIZON - TOWER B,11299.62,89,3789.58,12086.94,10512.3
SOBHA HARTLAND GREENS- PHASE I -1,13933.29,89,3718.65,14705.88,13160.71
JHCWB,9657.07,88,3587.49,10406.63,8907.51
L06,5975.41,88,2015.63,6396.55,5554.27
N10,5365.44,88,1258.62,5628.41,5102.46
AL THAMAM 16,8259.52,88,2314.67,8743.14,7775.91
Seagate Building 3,17071.11,88,2418.93,17576.51,16565.7
MED 83,7020.68,88,1856.75,7408.62,6632.73
Living Garden II,9555.5,88,1284.91,9823.97,9287.04
ZANZEBEEL 4,17110.5,88,3934.0,17932.46,16288.54
Mazaya 16,6100.01,88,1252.01,6361.6,5838.42
X05,6303.0,87,1455.56,6608.86,5997.14
U14,5362.92,87,1290.61,5634.12,5091.72
CLAVERTON HOUSE 1,8818.92,87,2219.42,9285.3,8352.55
Y13,6011.12,87,2116.88,6455.95,5566.29
DMS,9077.87,87,487.04,9180.21,8975.52
H04,4624.99,87,1687.62,4979.61,4270.36
KPM 2,18044.31,87,3721.19,18826.26,17262.36
La Rive - Building 2,22537.52,87,5613.13,23717.02,21358.01
A19,8107.81,87,1781.36,8482.13,7733.48
15 Northside - Tower 1,18619.38,87,1924.04,19023.68,18215.07
Golf Promenade 3 - A,11495.26,87,3018.55,12129.56,10860.96
Citywalk Residential Building 20,18325.82,87,567.73,18445.12,18206.52
Azizi Riviera 19,15560.84,87,2820.57,16153.54,14968.14
AL HELAL AL ZAHABY,7737.05,87,1931.72,8142.97,7331.14
Bayshore at Creek Beach Building 3,14300.33,87,1529.05,14621.64,13979.03
X26,6502.26,87,1618.09,6842.28,6162.24
CF 2,20148.15,87,3887.62,20965.07,19331.23
Azizi Riviera 17,13988.95,86,3151.14,14654.95,13322.95
MAS Tower,2690.99,86,0.07,2691.01,2690.98
LA RESIDENCIA DEL MAR,9211.04,86,3255.84,9899.16,8522.91
MAG 535,8025.06,86,1506.17,8343.39,7706.73
T08,5303.88,86,1125.44,5541.74,5066.01
Chaimaa Premiere,9824.3,86,2471.17,10346.59,9302.01
U13,5032.99,86,1173.32,5280.97,4785.0
THE POLO RESIDENCE - C6,10476.89,86,2955.27,11101.49,9852.28
Q06,5775.39,86,1399.55,6071.18,5479.59
Prodigy 4,8666.14,85,1723.15,9032.47,8299.81
K06,5865.57,85,1901.02,6269.71,5461.43
DAMAC HILLS - ORCHID A,11697.68,85,3541.34,12450.54,10944.82
ATRIA SA,21319.96,85,5736.77,22539.56,20100.37
X13,6674.13,85,2174.95,7136.51,6211.76
Sunset B,6851.48,85,878.36,7038.21,6664.75
RITAJ H,5765.62,85,1498.48,6084.19,5447.06
Damac Hills - LORETO 1 - A,10990.9,85,3749.96,11788.11,10193.69
THE SKYSCRAPER,13315.09,85,1866.84,13711.96,12918.21
AL KHAIL HEIGHTS 10A-10B,6505.38,84,1876.94,6906.77,6103.99
SILVER STALLIONS TOWER 2,17233.29,84,1187.03,17487.14,16979.44
Azizi Riviera 27,16094.15,84,3803.74,16907.59,15280.7
SOBHA HARTLAND GREENS- PHASE I -2,13699.45,84,2690.15,14274.75,13124.15
MAG 550,8038.41,84,1421.69,8342.45,7734.38
S17,5526.59,84,1332.75,5811.6,5241.58
Y25,6254.97,84,1687.06,6615.75,5894.19
T01,6090.36,84,2013.06,6520.86,5659.86
S15,5477.55,84,1718.39,5845.04,5110.07
La Cote ? Building 3,20161.19,84,4063.38,21030.16,19292.22
N14,5456.63,84,1311.54,5737.11,5176.15
TORINO BY ORO24 - 6,12504.02,84,876.15,12691.38,12316.65
FORTUNE SERENE 2,8200.55,84,1516.99,8524.96,7876.14
W Residences Dubai - The Palm,30767.84,84,7456.56,32362.45,29173.23
GREEN DIAMOND 1 B,8261.38,84,1584.71,8600.27,7922.48
Y01,5925.52,83,1395.42,6225.73,5625.32
Summer at Creek Beach Building 1,15037.02,83,1482.37,15355.94,14718.11
AL RAMTH 23,8048.38,83,3134.19,8722.66,7374.09
CHAIMAA AVENUE,9166.53,83,1383.67,9464.21,8868.85
PRODIGY,8129.73,83,1942.52,8547.64,7711.82
MAG EYE 920,11508.46,83,1047.77,11733.88,11283.05
T07,5710.97,83,1389.79,6009.96,5411.97
SAMANA SANTORINI,13381.87,83,1780.95,13765.02,12998.72
TORINO BY ORO24 - 3,11940.95,83,724.16,12096.74,11785.15
Azizi Riviera 26,14698.0,83,1598.05,15041.81,14354.2
THE PLAZA A,14408.13,83,1288.81,14685.4,14130.86
Surf at Creek Beach Building 2,15073.18,83,1440.34,15383.05,14763.31
"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 15",17898.65,82,1131.49,18143.56,17653.74
Citywalk Residential Building 17,17941.98,82,808.5,18116.97,17766.98
Belgravia Square B,10655.28,82,1007.32,10873.31,10437.25
REEHAN 2,16647.65,82,5689.86,17879.2,15416.1
Damac Hills - LORETO 2 - A,11700.97,82,3431.81,12443.77,10958.17
Seagate Building 1,18135.41,82,2907.02,18764.62,17506.2
U20,5915.44,82,1351.25,6207.91,5622.97
BALQIS RESIDENCE 1,14229.76,82,4462.13,15195.57,13263.95
Mazaya 22,7292.26,82,1140.7,7539.16,7045.36
La Cote ? Building 4,19894.02,82,3552.43,20662.93,19125.12
ORION BUILDING,9986.78,82,2364.98,10498.67,9474.89
Qamar 11,10263.93,82,1961.57,10688.51,9839.36
CAYAN Business Center,10198.59,82,3835.95,11028.87,9368.32
AL RAMTH 65,9079.86,82,2647.39,9652.88,8506.84
MAG EYE 900,12266.84,82,1649.21,12623.81,11909.88
Easy 18,7995.58,81,1801.59,8387.93,7603.24
MISKA 5,15304.54,81,4609.87,16308.47,14300.61
F01,5924.11,81,1683.56,6290.76,5557.47
CF9 - A,22519.91,81,2900.71,23151.61,21888.2
The Pulse Residence Icon,7662.8,81,1255.56,7936.23,7389.36
JHCEE,9580.26,81,2519.62,10128.97,9031.54
Golden Wood Views,8124.55,81,1923.63,8543.47,7705.62
Azizi Riviera 32,15284.09,81,2077.6,15736.55,14831.64
VERDE RESIDENCES,42325.0,81,10605.67,44634.68,40015.33
MARINA STAR,15881.99,81,5373.5,17052.22,14711.76
AFNAN 2,10396.86,81,1784.04,10785.38,10008.33
Damac Hills - LORETO 3 - B,11490.98,81,3621.92,12279.75,10702.21
Bay Square - 06,10711.05,81,2813.41,11323.75,10098.35
S16,5540.75,81,1546.89,5877.63,5203.87
MARINASCAPE,10734.66,81,3193.92,11430.22,10039.09
"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 20",17332.36,81,1592.78,17679.23,16985.49
Azizi Riviera 15,15415.7,81,2094.82,15871.9,14959.49
Hayat Boulevard-2B,9015.37,81,2132.23,9479.72,8551.02
DAMAC HILLS - GOLF VEDUTA (B),11712.43,80,3138.08,12400.1,11024.77
Reliance 5,14196.73,80,1292.8,14480.03,13913.43
P01,5742.95,80,1719.12,6119.67,5366.23
M03,5922.66,80,1733.08,6302.44,5542.89
Belgravia Square A,10704.74,80,1091.76,10943.98,10465.5
T09,5387.04,80,1381.19,5689.71,5084.37
MAZAYA 18,8024.9,80,8045.57,9787.97,6261.84
TORINO BY ORO24 - 5,12217.33,80,789.72,12390.38,12044.27
FOX HILL 6,9555.12,80,2780.29,10164.37,8945.86
S14,5281.88,80,1615.9,5635.98,4927.78
Maysan Tower 3,23993.83,80,3084.68,24669.79,23317.87
Serenia Living - Tower 1,31931.2,79,3357.93,32671.68,31190.72
N02,5256.36,79,1180.13,5516.6,4996.12
THE ESTATE,14018.96,79,1736.16,14401.81,13636.1
Tasmeer Residence,6275.4,79,874.97,6468.35,6082.46
AL MADAR SIRAJ TOWER,10299.34,79,3355.71,11039.33,9559.35
K02,6012.93,79,1396.3,6320.84,5705.02
KENSINGTON,9662.04,79,1909.03,10083.01,9241.06
Lamaa 2,22708.94,79,2129.81,23178.6,22239.28
Mazaya 9,6260.69,79,1531.79,6598.47,5922.9
La Rive - Building 3,19796.02,78,3070.0,20477.33,19114.7
WADI TOWER,8952.21,78,2292.28,9460.93,8443.49
Qamar 9,11379.82,78,1474.25,11707.0,11052.65
Bay Square - 10,12497.92,78,5266.5,13666.69,11329.14
Binghatti Crescent,10461.16,78,1369.09,10765.0,10157.32
Bluewaters Residences 6,22751.15,78,4949.68,23849.62,21652.69
KENSINGTON KRYSTAL,33361.26,78,2043.82,33814.84,32907.68
PHOENIX WINGS,27823.0,78,3565.59,28614.3,27031.71
CAESAR,9255.34,78,4348.27,10220.34,8290.35
AMNA,5434.91,78,2905.17,6079.64,4790.17
Diamond Business Center 1 -C,8868.46,78,2542.51,9432.71,8304.21
D02,5987.24,78,1232.24,6260.71,5713.78
Park Field Tower 1,18580.85,78,1650.08,18947.04,18214.65
ELEGANT TOWER,15647.87,78,2716.76,16250.8,15044.95
ALCOVE,8971.42,77,2639.02,9560.88,8381.96
DAMAC HILLS - ORCHID B,11414.5,77,3311.97,12154.27,10674.73
Q07,6838.71,77,1890.07,7260.88,6416.54
DAMAC HILLS - GOLF VEDUTA (A),12027.02,77,2754.47,12642.27,11411.78
AL RAMTH 39,8357.88,77,2392.03,8892.17,7823.59
EAST GATE 3,11867.44,77,961.71,12082.25,11652.63
Maysan Tower 2,21869.94,77,1922.28,22299.3,21440.57
LAKE APARTMENT,8372.66,77,2860.1,9011.5,7733.82
THE POLO RESIDENCE - C9,10596.91,77,3204.22,11312.61,9881.2
OXFORD,8877.89,77,1980.68,9320.3,8435.48
Golf Promenade 3 - B,11480.16,77,2912.9,12130.79,10829.53
Marwa Heights,10621.01,76,1124.14,10873.75,10368.27
TERRACE APARTMENT 4,6026.29,76,879.38,6224.0,5828.58
AJMAL SARAH,9967.31,76,2261.51,10475.76,9458.86
OVAL TOWER,16153.05,76,1664.84,16527.35,15778.74
P22,6216.6,76,1765.56,6613.55,5819.66
Diamond Business Center 1 -B,10051.24,75,3619.27,10870.35,9232.12
ELLINGTON HOUSE,19509.59,75,1223.26,19786.44,19232.74
MED 68,7109.68,75,2014.79,7565.67,6653.69
Qamar 2,12128.3,75,827.0,12315.47,11941.14
Citywalk Residential Building 2A,15379.7,75,3878.18,16257.41,14501.98
Serenity Lakes 5,9202.22,75,2342.21,9732.31,8672.13
The Signet,24341.66,75,6272.29,25761.22,22922.11
La Rive - Building 1,21043.02,75,3733.83,21888.07,20197.97
cambridge business centre,10176.3,75,4160.35,11117.88,9234.73
L05,5769.0,75,1306.03,6064.58,5473.42
ARAS Residence,9171.85,75,1141.45,9430.18,8913.52
Jadeel 3,21003.34,74,3557.05,21813.8,20192.88
I02,6111.45,74,2073.69,6583.93,5638.97
Orchidea,7695.26,74,2459.02,8255.54,7134.98
RUFI TWIN TOWER B,8770.7,74,1984.1,9222.76,8318.63
DUNES RESIDENCE,9131.06,74,4087.13,10062.29,8199.83
TORINO BY ORO24 - 4,12230.7,74,1069.42,12474.37,11987.04
MAG 545,7818.25,74,1608.53,8184.74,7451.75
Azizi Riviera 48,17407.06,74,2291.92,17929.27,16884.86
Summer at Creek Beach Building 2,13881.01,74,2268.85,14397.96,13364.07
SERENIA RESIDENCES BUILDING B,23585.17,74,7638.71,25325.61,21844.72
Y22,6388.4,73,1858.11,6814.66,5962.15
Mazaya 26,5382.0,73,0.0,5382.0,5382.0
The Pulse Residence (B1),7828.95,73,847.12,8023.28,7634.62
LA RIVIERA AZURE,8379.45,73,1258.65,8668.19,8090.72
Asayel 1,18099.91,73,2656.49,18709.31,17490.51
ALBAHAR,23014.74,73,9834.06,25270.68,20758.8
N03,5385.02,73,1217.76,5664.37,5105.66
The Pulse Residence Park-B4,7953.81,73,885.94,8157.04,7750.57
Tabeer 1,8752.6,73,940.1,8968.26,8536.94
Berkeley Place,19208.78,73,866.7,19407.6,19009.96
Azizi Riviera 22,16629.13,73,3186.69,17360.16,15898.1
U17,5802.79,73,1443.18,6133.86,5471.73
NOOR 5,11782.28,73,639.44,11928.97,11635.6
The Galleries,8844.32,72,2630.62,9451.96,8236.68
MEERA TOWER,21626.99,72,4290.82,22618.12,20635.87
Al Andalus Building F,10578.6,72,688.9,10737.73,10419.48
THE POLO RESIDENCE - C2,6636.44,72,3919.51,7541.8,5731.08
AL THAMAM 9,10065.34,72,3189.82,10802.15,9328.53
Park Horizon - Tower 1,19684.18,72,1380.14,20002.97,19365.38
The Pulse Residence Plaza B9,8341.03,72,820.94,8530.65,8151.4
THE POLO RESIDENCE - D4,9472.88,72,2049.35,9946.26,8999.51
WEST GATE 2,14016.36,72,628.21,14161.47,13871.25
Pixel Tower,19015.04,72,2711.28,19641.31,18388.76
BNH Smart Tower 02,4123.09,72,495.32,4237.5,4008.68
Bluewaters Residences 9,28424.25,72,6379.47,29897.83,26950.67
DAMAC HILLS - JASMINE A,12442.46,72,3577.98,13268.93,11615.98
District One Views,20705.12,72,1541.6,21061.21,20349.02
Azizi Riviera 14,15852.43,72,3310.26,16617.06,15087.8
Binghatti Jasmine,7614.97,72,1423.37,7943.75,7286.19
Souk Al Warsan Townhouses-F,4963.6,72,895.21,5170.38,4756.82
Binghatti East Boutique Suites,5626.6,72,1179.07,5898.95,5354.25
Luma22 - West Tower,12452.91,72,1032.59,12691.43,12214.4
Belgravia Heights II,11129.37,72,1025.6,11366.27,10892.46
Bayshore at Creek Beach Building 4,15417.58,72,1928.43,15863.02,14972.13
APEX SUITES,8740.67,71,2038.78,9214.9,8266.43
Reliance 9,6814.66,71,366.95,6900.02,6729.31
ETON,9740.7,71,2436.56,10307.47,9173.94
PARK ONE,8828.6,71,2201.09,9340.6,8316.61
LAWNS IV,8439.47,71,798.02,8625.1,8253.85
PKS RESIDENCES,9785.78,71,1541.74,10144.4,9427.16
Petalz By Danube - 1,12417.85,71,1165.27,12688.9,12146.8
TOWN SQUARE SAFI 2B,9244.81,71,1996.36,9709.19,8780.44
EMERALD RESIDENCE,8793.21,71,4323.23,9798.84,7787.59
MAYFAIR,8527.08,71,1947.34,8980.05,8074.11
The Pulse Residence (B2),7419.3,71,1005.01,7653.07,7185.53
OASIS HEIGHTS,23204.75,71,1850.21,23635.12,22774.37
AL RAMTH 47,8843.61,71,3099.41,9564.57,8122.66
Al Jazi 3,21925.08,71,2228.22,22443.39,21406.78
RIGEL,10740.75,71,528.18,10863.61,10617.89
Lamaa 3,22172.53,71,2437.71,22739.57,21605.5
Binghatti Gems,7830.28,71,1096.81,8085.41,7575.15
Azizi Riviera 8,16906.32,71,4386.63,17926.69,15885.95
DAMAC HILLS - JASMINE B,12475.55,70,3453.46,13284.57,11666.52
Sienna Square Residential,19142.66,70,465.55,19251.72,19033.6
Chaimaa Avenue 2,9930.1,70,1270.75,10227.79,9632.41
Reliance 1,10694.4,70,10020.79,13041.92,8346.88
Qamar 8,13586.78,70,1048.74,13832.46,13341.09
G-TOWER,9191.16,70,4069.41,10144.48,8237.84
"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 19",15634.94,70,3298.57,16407.68,14862.2
OXFORD TERRACES,11092.39,70,1565.11,11459.04,10725.74
OAKLEY SQUARE RESIDENCES - TOWER A,13173.49,70,734.53,13345.57,13001.42
CAMBRIDGE,9836.8,70,1468.84,10180.9,9492.71
RUFI GOLF GREEN,10029.18,70,3181.73,10774.55,9283.82
THE POLO RESIDENCE - B3,10224.82,70,2923.57,10909.7,9539.93
Asayel 2,18926.49,70,2922.7,19611.18,18241.8
Mazaya 19,5964.19,70,1832.76,6393.54,5534.84
Park Point Building A,13141.95,69,2831.65,13810.1,12473.8
Breeze at Creek Beach Building 2,16983.38,69,2918.34,17671.98,16294.78
OAKLEY SQUARE RESIDENCES - TOWER B,12599.53,69,793.04,12786.65,12412.41
SPICA,7743.68,69,2010.85,8218.16,7269.21
Wilton Park Residences II,14928.77,69,2183.32,15443.94,14413.6
55TIME DUBAI,34920.27,69,7483.99,36686.17,33154.38
NOBLES,14304.43,69,1342.07,14621.1,13987.76
Damac Hills - LORETO 1 - B,10415.88,69,2504.53,11006.84,9824.92
I01,5316.8,69,1542.11,5680.67,4952.93
Azizi Riviera 43,17107.24,69,1458.49,17451.38,16763.1
SERENITY LAKES 5-OLD,15293.69,69,6024.44,16715.19,13872.18
"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 5",17720.6,69,1913.96,18172.21,17268.99
TORINO BY ORO24 - 1,12247.48,69,731.35,12420.05,12074.92
RUKAN RESIDENCE - BUILDING 1,7587.46,69,1856.38,8025.49,7149.44
Le Pont - Building 1,24488.06,69,6369.72,25991.04,22985.08
Aamna Residency,4835.22,69,717.98,5004.63,4665.81
CHAPAL EMIRATES POINT,13267.26,69,789.12,13453.45,13081.06
CF 6,22521.56,69,2469.05,23104.15,21938.98
ACES CHATEAU,6719.74,69,2386.88,7282.94,6156.54
SERENITY HEIGHTS,7304.54,68,2743.39,7956.6,6652.48
La Cote ? Building 5,20084.71,68,3510.53,20919.11,19250.31
SAPPHIRE,11927.49,68,0.03,11927.5,11927.48
SUNTECH TOWER,2346.54,68,3230.73,3114.44,1578.64
Hyati Avenue,9474.7,68,1719.2,9883.33,9066.07
Park Corner,7738.11,68,1420.94,8075.85,7400.38
MAG 960,16159.45,68,1330.71,16475.74,15843.16
M04,5852.24,68,1740.32,6265.89,5438.59
METROPOLIS LOFTS 2,7841.04,68,1118.08,8106.79,7575.29
Desert Rose A,5923.95,68,1696.77,6327.24,5520.65
The H.Q,14094.42,68,587.02,14233.95,13954.9
Bluewaters Residences 10,25321.0,68,7695.69,27150.15,23491.85
Bayshore at Creek Beach Building 2,14871.87,68,1713.47,15279.13,14464.6
CASCADES,7128.01,68,1673.14,7525.69,6730.33
La Voile - Building 1,20250.87,67,2281.66,20797.21,19704.52
GEMINI SPLENDOR,13635.01,67,2848.37,14317.06,12952.96
Lamaa 1,24092.49,67,2083.4,24591.37,23593.62
MAG 970,14821.37,67,2093.34,15322.63,14320.12
CF9 - B,22573.77,67,1613.88,22960.22,22187.33
The Pulse Residence Park -B3,7964.67,67,710.3,8134.76,7794.59
SUNSHINE RESIDENCE,5156.86,67,3471.88,5988.21,4325.51
E18,8219.32,67,1350.95,8542.81,7895.83
AL THAMAM  2,9129.32,67,2815.07,9803.4,8455.25
D20,7441.88,66,983.15,7679.08,7204.69
DAMAC HILLS - GOLF TERRACE (B),14755.61,66,5287.44,16031.26,13479.97
Al Jazi 1,23892.8,66,3724.05,24791.26,22994.34
5th Avenue,5389.6,66,1587.51,5772.6,5006.59
S3-22C4,10743.56,66,2696.72,11394.17,10092.95
Jouri-6 Block B,7679.05,66,1375.81,8010.98,7347.12
Injazzat Residence,11831.26,66,2175.89,12356.21,11306.31
Petalz By Danube - 2,12154.04,66,1133.7,12427.56,11880.53
COTE D'AZUR - C,36128.08,66,4376.65,37183.98,35072.17
KAMOON 3,15577.64,66,4318.89,16619.62,14535.67
NASAYEM AVENUE 1,12039.91,66,728.48,12215.66,11864.16
P9,5776.46,66,1319.96,6094.92,5458.01
Citywalk Residential Building 11B,15557.37,66,5631.49,16916.02,14198.72
Creek Beach - Rosewater - Building 2,19994.93,66,2386.77,20570.76,19419.1
N01,5634.01,65,1315.68,5953.86,5314.15
JOURI 3 BLOCK B,8234.32,65,2827.77,8921.78,7546.87
